"COMP";"REGIAO";"UF";CO_IBGE;"MUNICIPIO";"MOTIVO_DESABILITACAO";"CNES";"NOME_ESTABELECIMENTO";"RAZAO_SOCIAL";"TP_GESTAO";"CO_TIPO_UNIDADE";"DS_TIPO_UNIDADE";"NATUREZA_JURIDICA";"DESC_NATUREZA_JURIDICA";"NO_LOGRADOURO";"NU_ENDERECO";"NO_COMPLEMENTO";"NO_BAIRRO";"CO_CEP";"NU_TELEFONE";"NO_EMAIL";LEITOS_EXISTENTES;LEITOS_SUS;UTI_TOTAL_EXIST;UTI_TOTAL_SUS;UTI_ADULTO_EXIST;UTI_ADULTO_SUS;UTI_PEDIATRICO_EXIST;UTI_PEDIATRICO_SUS;UTI_NEONATAL_EXIST;UTI_NEONATAL_SUS;UTI_QUEIMADO_EXIST;UTI_QUEIMADO_SUS;UTI_CORONARIANA_EXIST;UTI_CORONARIANA_SUS
"202604";"SUL";"RS";"430440";"CANELA";;"2235609";"HOSPITAL DE CANELA";"HOSPITAL DE CARIDADE DE CANELA";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"VISCONDE DE MAUA";"143";;"CENTRO";"95680232";"54 32824344";"diretoradministrativo@hospitaldecanela.com.br";"63";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"432253";"VALE DO SOL";;"2236338";"HOSPITAL VALE DO SOL";"HOSPITAL BENEFICENTE VALE DO SOL HBVS";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA LINDOLFO MACHADO";"36";;"CENTRO";"96878000";"(51)37501212";"gerencia@hospitalvaledosol.org.br";"40";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"432067";"SINIMBU";;"2236346";"HOSPITAL SINIMBU";"HOSPITAL BENFICENTE SINIMBU";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA BERNARDO FUERSTENAU";"477";;"CENTRO";"96890000";"(51)37081122";"hospitalsinimbu@viabol.com.br";"50";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"432270";"VERA CRUZ";;"2236354";"HOSPITAL VERA CRUZ";"FUNDACAO DE SAUDE DR JACOB BLESZ";"D";"05";"HOSPITAL GERAL";"3069";"HOSPITAL_FILANTRÓPICO";"RUA ROBERTO GRUENDLING";"125";;"CENTRO";"96880000";"(51)37181800";"administracao@hvcrs.com.br";"50";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430420";"CANDELARIA";;"2236362";"HOSPITAL CANDELARIA";"SOCIEDADE BENEFICENTE HOSPITAL CANDELARIA";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"AV MARECHAL DEODORO";"1279";;"CENTRO";"96930000";"(51)37431511";;"106";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"432260";"VENANCIO AIRES";;"2236370";"HOSPITAL SAO SEBASTIAO MARTIR";"HOSPITAL SAO SEBASTIAO MARTIR";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA TIRADENTES";"834";;"CENTRO";"95800000";"(51)-37932100";"hssm@hssm.com.br";"121";"91";"20";"20";"10";"10";"10";"10";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237121";"HOSPITAL SANATORIO PARTENON";"HOSPITAL SANATORIO PARTENON";"D";"07";"HOSPITAL ESPECIALIZADO";"1023";"HOSPITAL_PÚBLICO";"AV BENTO GONCALVES";"3722";;"PARTENON";"90650001";"(51)3901400/39011401";"fathsp@saude.rs.gov.br";"75";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237156";"HBMPA";"HOSPITAL DA BRIGADA MILITAR DE PORTO ALEGRE";"M";"05";"HOSPITAL GERAL";"1236";"HOSPITAL_PÚBLICO";"RUA DR CASTRO DE MENEZES";"155";;"CRISTAL";"91900590";"(51)32883500";"hbm@catolico.com.br";"111";"0";"4";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237180";"HEPA";"HOSPITAL ESPIRITA DE PORTO ALEGRE";"M";"07";"HOSPITAL ESPECIALIZADO";"3999";"HOSPITAL_FILANTRÓPICO";"PRACA SIMOES LOPES NETO";"175";;"TERESOPOLIS";"91720440";"(51)33205700";"hepa@hepa.org.br";"279";"174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237253";"IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE";"IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE";"M";"05";"HOSPITAL GERAL";"3069";"HOSPITAL_FILANTRÓPICO";"R PROF ANNES DIAS";"295";;"CENTRO";"90020090";"(51)32148000";"provedoria@santacasa.tche.br";"1198";"524";"172";"88";"107";"49";"40";"24";"25";"15";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237571";"HOSPITAL NOSSA SENHORA DA CONCEICAO";"GRUPO HOSPITALAR CONCEICAO SA";"M";"05";"HOSPITAL GERAL";"2011";"HOSPITAL_PRIVADO";"AV FRANCISCO TREIN";"596";;"CRISTO REDENTOR";"91350200";"51 33572000";"faturamento@ghc.com.br";"1100";"1100";"108";"108";"59";"59";"19";"19";"30";"30";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237598";"HOSPITAL DIVINA PROVIDENCIA";"SOCIEDADE SULINA DIVINA PROVIDENCIAHOSPITAL DIVINA PROVIDEN";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA DA GRUTA";"145";"GLORIA";"CASCATA";"91712160";"(51)33206000";"administracao@divinaprovidencia.org.br";"183";"1";"32";"0";"26";"0";"0";"0";"6";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237601";"HOSPITAL DE CLINICAS";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"M";"05";"HOSPITAL GERAL";"2011";"HOSPITAL_PRIVADO";"RUA RAMIRO BARCELOS";"2350";"LARGO EDUARDO FARACO";"SANTANA";"90035903";"(51) 3359 8000";"hcpa@hcpa.edu.br";"912";"797";"140";"139";"90";"89";"20";"20";"20";"20";"0";"0";"10";"10"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237806";"HOSPITAL PSIQUIATRICO SAO PEDRO";"SECRETARIA DA SAUDE";"D";"07";"HOSPITAL ESPECIALIZADO";"1023";"HOSPITAL_PÚBLICO";"BENTO GONCALVES";"2460";;"PARTENON";"90650001";"(51) 39011470";"hpsp@saude.rs.gov.br";"140";"140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237822";"HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS";"HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS";"M";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"INDEPENDENCIA";"661";;"INDEPENDENCIA";"90035076";"(51)32893000";"alessandroff@portoalegre.rs.gov.br";"143";"128";"30";"20";"0";"0";"10";"10";"20";"10";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237849";"INSTITUTO DE CARDIOLOGIA";"FUNDACAO UNIVERSITARIA DE CARDIOLOGIA INST DE CARDIOLOGIA";"M";"07";"HOSPITAL ESPECIALIZADO";"3069";"HOSPITAL_FILANTRÓPICO";"AV PRINCESA ISABEL";"395";;"AZENHA";"90620001";"(51)32303600";"cardiologia@cardiologia.org.br";"312";"161";"71";"45";"51";"36";"20";"9";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431490";"PORTO ALEGRE";;"2237881";"HOSPITAL BANCO DE OLHOS";"ASSOCIACAO SAO PIETRO SAUDE";"M";"07";"HOSPITAL ESPECIALIZADO";"3999";"HOSPITAL_FILANTRÓPICO";"RUA ENGENHEIRO WALTER BOEHL";"285";;"VILA IPIRANGA";"91360090";"5131354444 RAMAL3413";"faturamento@hospitalbancodeolhos.org.br";"16";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"432030";"SELBACH";;"2238810";"HOSPITAL SAO JACOB";"SOCIEDADE HOSPITALAR SAO JACOB";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA 15 DE NOVEMBRO";"153";;"CENTRO";"99450000";"(54)33871136";;"47";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430790";"FARROUPILHA";;"2240335";"HOSPITAL SAO CARLOS";"HOSPITAL BENEFICENTE SAO CARLOS";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"REPUBLICA";"51";"PREDIO";"SEDE";"95170010";;;"143";"112";"20";"16";"20";"16";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430645";"DOIS LAJEADOS";;"2241013";"HOSPITAL DE CARIDADE SAO ROQUE";"HOSPITAL DE CARIDADE SAO ROQUE";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA JOAO RIBEIRO";"10";;"CENTRO";"99220000";"(54)34711212";"hcsr@mastertek.com.br";"50";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430210";"BENTO GONCALVES";;"2241021";"HOSPITAL TACCHINI";"ASSOCIACAO DR BARTHOLOMEU TACCHINI";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"DOUTOR JOSE MARIO MONACO";"358";;"CENTRO";"95700068";"54 34554333";"tacchini@tacchini.com.br";"263";"125";"50";"27";"30";"13";"10";"7";"10";"7";"0";"0";"0";"0"
"202604";"SUL";"RS";"432250";"VACARIA";;"2241048";"HOSPITAL NOSSA SENHORA DA OLIVEIRA";"HOSPITAL NOSSA SENHORA DA OLIV EIRA";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA PINHEIRO MACHADO";"448";;"CENTRO";"95200000";"(54)32317000";"alice@hnso.com.br";"132";"90";"10";"8";"10";"8";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430925";"GUABIJU";;"2241056";"HOSPITAL BENEFICENTE SAO PEDRO";"UNIDADE MISTA DE SAUDE GUABIJU";"M";"15";"UNIDADE MISTA";"3999";"HOSPITAL_FILANTRÓPICO";"TIRADENTES";"03";;"CENTRO";"95355000";;;"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430080";"ANTONIO PRADO";;"2241072";"HOSPITAL SAO JOSE";"SOCIEDADE HOSPITALAR SAO JOSE";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA DR OSVALDO HAMPE";"258";;"CENTRO";"95250000";"(54)32934500";;"51";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431320";"NOVA PETROPOLIS";;"2241102";"HOSPITAL NOVA PETROPOLIS";"ORDEM AUXILIADORA SENHORAS ENVANGELICAS NOVA PETROPOLIS";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA PASTOR HUNSCHE";"823";;"LOGRADOURO";"95150000";"(54)2811153";;"42";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430235";"BOM PRINCIPIO";;"2241129";"HOSPITAL SAO PEDRO CANISIO";"ASSOCIACAO BENEFICENTE SAO PEDRO CANISIO";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA JOAO DE BARRO";"50";;"PARAISO DO VALE";"95765000";"(51)36341103";"hospbp@caiweb.com.br";"44";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430480";"CARLOS BARBOSA";;"2241137";"HOSPITAL TACCHINI CARLOS BARBOSA";"ASSOCIACAO DR BARTHOLOMEU TACCHINI";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"PRESIDENTE KENNEDY";"343";"PAVLH HOSPITAL";"AURORA";"95185000";"54 34554333";"CONTABILIDADE@TACCHINI.COM.BR";"72";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430820";"FLORES DA CUNHA";;"2241145";"HOSPITAL BENEFICENTE NOSSA SENHORA DE FATIMA";"HOSPITAL BENEFICENTE NOSSA SENHORA DE FATIMA";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA ERNESTO ALVES";"1980";;"CENTRO";"95270000";"(54)32928500";"adm@hfatima.com.br";"51";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430910";"GRAMADO";;"2241153";"HOSPITAL ARCANJO SAO MIGUEL";"HOSPITAL ANA NERY SANTA CRUZ DO SUL";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"MADRE VERONICA";"396";;"CENTRO";"95670126";"51 21064424";"FINANCEIRO@HANANERY.COM.BR";"103";"67";"10";"7";"10";"7";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431330";"NOVA PRATA";;"2241161";"HOSPITAL SAO JOAO BATISTA";"HOSPITAL SAO JOAO BATISTA";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"AV CONEGO PERES";"765";;"CENTRO";"95320000";"(54)32427600";"adm@hsjbnp.com.br";"75";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431112";"JAQUIRANA";;"2241196";"HOSPITAL CARLOS AUMOND UNIDADE MISTA";"PREFEITURA MUNICIPAL DE JAQUIRANA";"M";"15";"UNIDADE MISTA";"1244";"HOSPITAL_PÚBLICO";"RUA INACIO RODRIGUES";"395";;"CENTRO";"95420000";"(54)31963106";"marcacaodeconsultas@hotmail.com";"9";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431400";"PARAI";;"2241218";"HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA";"HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"HENRIQUE LENZI";"015";"PREDIO";"CENTRO";"95360000";;;"41";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431900";"SAO MARCOS";;"2241226";"HOSPITAL BENEFICENTE SAO JOAO BOSCO";"HOSPITAL BENEFICENTE SAO JOAO BOSCO";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"OSVALDO ARANHA";"978";;"CENTRO";"95190000";;;"75";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431120";"JULIO DE CASTILHOS";;"2244098";"HOSPITAL BERNARDINA SALLES DE BARROS";"HOSPITAL BERNARDINA SALLES DE BARROS";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA ANTONIO CARBONE";"S/N";;"CENTRO";"98130000";"5532711325";"hbsbarros@yahoo.com.br";"54";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430800";"FAXINAL DO SOTURNO";;"2244101";"HOSPITAL DE CARIDADE SAO ROQUE";"HOSPITAL DE CARIDADE SAO ROQUE";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA CECI LEITE COSTA";"1266";"TERREO";"CENTRO";"97220000";"5532631342";"hcsr@hcsr.com.br";"82";"65";"10";"10";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431310";"NOVA PALMA";;"2244128";"HOSPITAL NOSSA SENHORA DA PIEDADE";"ASSOCIACAO HOSPITAL NOSSA SENHORA DA PIEDADE";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA SILVIO GROTTO";"499";;"CENTRO";"97250000";"(55) 3266.1266";"hospital.ass@bol.com.br";"52";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431980";"SAO VICENTE DO SUL";;"2244136";"HOSPITAL DE SAO VICENTE DO SUL";"MUNICIPIO DE SAO VICENTE DO SUL";"E";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA ANTONIO GOMES";"1116";;"CENTRO";"97420000";"55996119434";"admhospital@saovicentedosul.rs.gov.br";"27";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431690";"SANTA MARIA";;"2244144";"BRIGADA MILITAR";"BRIGADA MILITAR DO ESTADO DO RIO GRANDE DO SUL";"M";"05";"HOSPITAL GERAL";"1023";"HOSPITAL_PÚBLICO";"RUA EUCLIDES DA CUNHA";"1800";;"N S DAS DORES";"97045100";"(55) 3222.6622";"hbmsm@pro.via-rs.com.br";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431110";"JAGUARI";;"2244152";"IRDESI DE JAGUARI";"INSTITUTO RIOGRANDENSE DE DESENVOLVIMENTO SOCIAL INTEGRADO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"SETE DE SETEMBRO";"910";"ANEXO HOSPITAL DE CA";"CENTRO";"97760000";"55 33337358";"CONTATO@IRDESI.ORG.BR";"52";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431075";"IVORA";;"2244179";"HOSPITAL DE IVORA";"ASSOCIACAO HOSPITAL NOSSA SENHORA DA SAUDE";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"BENTO GONGALVES";"539";;"CENTRO";"98160000";"55981235706";"adm.ahnssaude@gmail.com";"10";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431210";"MATA";;"2244187";"HOSPITAL DE MATA";"HOSPITAL DE CARIDADE DE MATA";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA GENERAL OSORIO";"208";;"CENTRO";"97410000";"(55) 20181075";;"15";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431447";"PINHAL GRANDE";;"2244209";"CASA DE SAUDE SAO JOSE";"CASA DE SAUDE SAO JOSE";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA CEZAR RUBIN";"324";;"CENTRO";"98150000";"(55) 3278.1100";;"16";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"430840";"FORMIGUEIRO";;"2244217";"HOSPITAL MUNICIPAL PEDRO CALIL";"PREFEITURA MUNICIPAL DE FORMIGUEIRO";"E";"05";"HOSPITAL GERAL";"1244";"HOSPITAL_PÚBLICO";"RUA ADELINO CARDOSO";"150";;"CENTRO";"97210000";"(55) 99665-0737";;"14";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"432220";"TUPANCIRETA";;"2244225";"HOSPITAL DE CARIDADE BRASILINA TERRA";"ASSOCIACAO PROTETORA HOSPITAL DE CARIDADE BRAZILINA TERRA";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"AVN RIO BRANCO";"2";;"CENTRO";"98170000";"(55) 996392158";;"73";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431550";"RESTINGA SECA";;"2244233";"HOSPITAL DE CARIDADE SAO FRANCISCO";"HOSPITAL DE CARIDADE SAO FRANCISCO";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA MOISES CANTARELLI";"287";;"CENTRO";"97200000";"(55) 3261.1053";"hcsaofrancisco@gmail.com";"51";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431690";"SANTA MARIA";;"2244268";"HOSPITAL GERAL DE SANTA MARIA";"HOSPITAL DE GUARNICAO DE SANTA MARIA";"M";"05";"HOSPITAL GERAL";"1015";"HOSPITAL_PÚBLICO";"RUA MAL HERMES";"S/N";;"PASSO DAREIA";"97010320";"(55) 3212.3131";"hgusm@fatecnet.ufsm.br";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431690";"SANTA MARIA";;"2244276";"COMPLEXO HOSPITALAR ASTROGILDO DE AZEVEDO";"COMPLEXO HOSPITALAR ASTROGILDO DE AZEVEDO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"R JOSE BONIFACIO";"2291";;"CENTRO";"97015450";;"direcaotecnica@hcaa.com.br";"394";"0";"59";"0";"40";"0";"9";"0";"10";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431690";"SANTA MARIA";;"2244292";"HOSPITAL SAO FRANCISCO DE ASSIS";"ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE";"M";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"JOANA DARC";"465";"PREDIO CENTRAL";"BAIRRO NOSSA SENHORA";"97060360";"55 30288000";;"70";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431690";"SANTA MARIA";;"2244306";"HOSPITAL UNIVERSITARIO SANTA MARIA";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"E";"05";"HOSPITAL GERAL";"1104";"HOSPITAL_PÚBLICO";"AV RORAIMA";"1000";"CIDADE UNIVERSITARIA";"CAMOBI";"97105900";"(55) 3213-1415";"suprin.husm@ebserh.gov.br";"390";"380";"50";"40";"20";"20";"10";"10";"10";"10";"0";"0";"10";"0"
"202604";"SUL";"RS";"431940";"SAO PEDRO DO SUL";;"2244314";"HOSPITAL GETUINAR DAVILA DO NASCIMENTO";"HOSPITAL DE CARIDADE SAO ROQUE";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA DORVAL LAMPERT";"980";;"CENTRO";"97400000";"5532631301";"hsps@hcsr.com.br";"50";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431960";"SAO SEPE";;"2244322";"HOSPITAL SANTO ANTONIO";"ASSOCIACAO BENEFICENTE HOSPITAL SANTO ANTONIO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA CEL CHANANECO";"600";;"CENTRO";"97340000";"(55) 3233.1171";"adm@abhsa.com.br";"55";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431810";"SAO FRANCISCO DE ASSIS";;"2244330";"HOSPITAL SANTO ANTONIO";"HOSPITAL SANTO ANTONIO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA 13 DE JANEIRO";"1424";;"CENTRO";"97610000";"(55) 3252.1177";"hsantoantonio@yahoo.com.br";"65";"55";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431740";"SANTIAGO";;"2244357";"HOSPITAL DE CARIDADE DE SANTIAGO";"HOSPITAL DE CARIDADE DE SANTIAGO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA SETE DE SETEMBRO";"570";;"CENTRO";"97700240";"(55) 3251.2770";"hospital@santiagonet.com.br";"161";"120";"10";"9";"10";"9";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431410";"PASSO FUNDO";;"2244969";"HOSPITAL DE OLHOS LIONS PASSO FUNDO";"FUNDACAO HOSPITALAR OFTALMOLOGICA UNIVERSITARIA LIONS";"E";"07";"HOSPITAL ESPECIALIZADO";"3069";"HOSPITAL_FILANTRÓPICO";"CAMPUS I";"S/N";"PREDIO 2 QUADRA K";"SAO JOSE";"99052900";"(54)3318-0200";"hospitaldeolhoslions@gmail.com";"8";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431410";"PASSO FUNDO";;"2245663";"HOSPITAL SAO VICENTE DE PAULO";"ASSOCIACAO HOSPITALAR BENEFICENTE SAO VICENTE DE PAULO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA URUGUAI";"2050";;"CENTRO";"99010112";"(54)30452000";"ELIANEJ@HSVP.COM.BR";"86";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"432090";"TAPEJARA";;"2246740";"HOSPITAL SANTO ANTONIO";"HOSPITAL SANTO ANTONIO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA TRANQUILO BASSO";"270";;"CENTRO";"99950000";"(54)33443700";"administracao@hsasaude.com.br";"101";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431660";"SANANDUVA";;"2246767";"HOSPITAL SAO JOAO SANANDUVA";"HOSPITAL BENEFICENTE SAO JOAO";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"AV SALZANO DA CUNHA";"009";;"CENTRO";"99840000";"(54)33431566";"hbsj@3enet.com.br";"80";"52";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"432100";"TAPERA";;"2246783";"HOSPITAL ROQUE GONZALES TAPERA";"ASSOCIACAO HOSPITALAR ROQUE GONZALES";"E";"05";"HOSPITAL GERAL";"3999";"HOSPITAL_FILANTRÓPICO";"RUA RUI BARBOSA";"265";"CENTRO";"CENTRO";"99490000";"(54)33851188";"hrg@virttua.com.br";"41";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"202604";"SUL";"RS";"431860";"SAO JOSE DO OURO";;"2246791";"HOSPITAL SAO JOSE";"FUNDACAO ARAUCARIA";"E";"05";"HOSPITAL GERAL";"3069";"HOSPITAL_FILANTRÓPICO";"AV MARECHAL FLORIANO";"801";;"CENTRO";"99870000";"(54)33524750";"araucaria@araucaria.org.br";"54";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
