id;hospital;endereco;latitude;longitude;geocode_status;geocode_provider;geocode_accuracy;geocode_error_message;status_code;observacao;place_id;osm_type;osm_id;display_name;importance;feature_class;feature_type;address_city;address_state;address_country;query_used;api_response
279;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;AV MINISTRO PETRONIO PORTELA, 1642 - JARDIM IRACEMA, SAO PAULO, SP;-23.4934229;-46.7008274;ok;nominatim;low;;200;;8546250;way;252383986;Avenida Ministro Petrônio Portela, Parque Monteiro Soares, Freguesia do Ó, São Paulo, Região Sudeste, 02802-120, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;AV MINISTRO PETRONIO PORTELA, 1642 - 02802120;"{""place_id"": 8546250, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 252383986, ""lat"": ""-23.4934229"", ""lon"": ""-46.7008274"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida Ministro Petrônio Portela"", ""display_name"": ""Avenida Ministro Petrônio Portela, Parque Monteiro Soares, Freguesia do Ó, São Paulo, Região Sudeste, 02802-120, Brasil"", ""address"": {""road"": ""Avenida Ministro Petrônio Portela"", ""suburb"": ""Parque Monteiro Soares"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02802-120"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4976541"", ""-23.4878538"", ""-46.7053552"", ""-46.6976236""]}"
280;HOSPITAL PSIQUIATRICO DE VILA MARIANA;RUA MAJOR MARAGLIANO, 241, 287 - VILA MARIANA, SAO PAULO, SP;-23.5875985;-46.6387604;ok;nominatim;low;;200;;8832854;way;427348541;Rua Major Maragliano, Vila Mariana, São Paulo, Região Sudeste, 04017-030, Brasil;0.05341195162890055;;residential;São Paulo;São Paulo;Brasil;RUA MAJOR MARAGLIANO, 241, 287 - VILA MARIANA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8832854, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 427348541, ""lat"": ""-23.5875985"", ""lon"": ""-46.6387604"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Rua Major Maragliano"", ""display_name"": ""Rua Major Maragliano, Vila Mariana, São Paulo, Região Sudeste, 04017-030, Brasil"", ""address"": {""road"": ""Rua Major Maragliano"", ""suburb"": ""Vila Mariana"", ""city_district"": ""Vila Mariana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04017-030"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5892824"", ""-23.5858590"", ""-46.6393752"", ""-46.6382466""]}"
281;HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO;AV DEPUTADO EMILIO CARLOS, 3000 - VILA NOVA CACHOEIRIN, SAO PAULO, SP;-23.4897874;-46.6754035;ok;nominatim;low;;200;;8609822;way;129076165;Avenida Deputado Emílio Carlos, VIla Prado, Limão, São Paulo, Região Sudeste, 02720-200, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;AV DEPUTADO EMILIO CARLOS, 3000 - 02720200;"{""place_id"": 8609822, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 129076165, ""lat"": ""-23.4897874"", ""lon"": ""-46.6754035"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida Deputado Emílio Carlos"", ""display_name"": ""Avenida Deputado Emílio Carlos, VIla Prado, Limão, São Paulo, Região Sudeste, 02720-200, Brasil"", ""address"": {""road"": ""Avenida Deputado Emílio Carlos"", ""suburb"": ""VIla Prado"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02720-200"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4909650"", ""-23.4886884"", ""-46.6758748"", ""-46.6753794""]}"
282;HOSP DO SERV PUB MUNICIPAL HSPM;CASTRO ALVES, 60 - LIBERDADE, SAO PAULO, SP;-23.5673424;-46.6390710;ok;nominatim;high;;200;;8822077;way;1077056900;Hospital do Servidor Público Municipal, 60, Rua Castro Alves, Liberdade, São Paulo, Região Sudeste, 01532-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;CASTRO ALVES, 60 - LIBERDADE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8822077, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1077056900, ""lat"": ""-23.5673424"", ""lon"": ""-46.6390710"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital do Servidor Público Municipal"", ""display_name"": ""Hospital do Servidor Público Municipal, 60, Rua Castro Alves, Liberdade, São Paulo, Região Sudeste, 01532-000, Brasil"", ""address"": {""amenity"": ""Hospital do Servidor Público Municipal"", ""house_number"": ""60"", ""road"": ""Rua Castro Alves"", ""suburb"": ""Liberdade"", ""city_district"": ""Liberdade"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01532-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5681796"", ""-23.5664592"", ""-46.6397587"", ""-46.6382054""]}"
283;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;ESTRADA DE ITAPECERICA, 1661, VILA MARACANA - CAMPO LIMPO, SAO PAULO, SP;-23.6490957;-46.7490028;ok;nominatim;high;;200;;9095366;way;318404108;Hospital Municipal Doutor Fernando Mauro Pires da Rocha, 1661, Estrada de Itapecerica, Jardim São Luís, São Paulo, Região Sudeste, 05835-005, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;ESTRADA DE ITAPECERICA, 1661 - 05835005;"{""place_id"": 9095366, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 318404108, ""lat"": ""-23.6490957"", ""lon"": ""-46.7490028"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha"", ""display_name"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha, 1661, Estrada de Itapecerica, Jardim São Luís, São Paulo, Região Sudeste, 05835-005, Brasil"", ""address"": {""amenity"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha"", ""house_number"": ""1661"", ""road"": ""Estrada de Itapecerica"", ""suburb"": ""Jardim São Luís"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05835-005"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6494621"", ""-23.6480955"", ""-46.7496841"", ""-46.7477743""]}"
284;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;RUA DOM JOSE MAURICIO, 15 - CARANDIRU, SAO PAULO, SP;-23.5085713;-46.6201015;ok;nominatim;low;;200;;8764905;way;491005029;Centro Hospitalar do Sistema Penitênciário, 15, Rua Dom José Maurício, Carandiru, Santana, São Paulo, Região Sudeste, 02028-000, Brasil;7.861829556720863e-05;;prison;São Paulo;São Paulo;Brasil;RUA DOM JOSE MAURICIO, 15 - CARANDIRU, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8764905, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 491005029, ""lat"": ""-23.5085713"", ""lon"": ""-46.6201015"", ""category"": ""amenity"", ""type"": ""prison"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Centro Hospitalar do Sistema Penitênciário"", ""display_name"": ""Centro Hospitalar do Sistema Penitênciário, 15, Rua Dom José Maurício, Carandiru, Santana, São Paulo, Região Sudeste, 02028-000, Brasil"", ""address"": {""amenity"": ""Centro Hospitalar do Sistema Penitênciário"", ""house_number"": ""15"", ""road"": ""Rua Dom José Maurício"", ""suburb"": ""Carandiru"", ""city_district"": ""Santana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02028-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5092841"", ""-23.5078304"", ""-46.6210360"", ""-46.6191182""]}"
285;HOSP MUN VER JOSE STOROPOLLI;RUA FRANCISCO FANGANIELLO, 127 - PARQUE NOVO MUNDO, SAO PAULO, SP;-23.5220850;-46.5617446;ok;nominatim;low;;200;;8801369;node;5467328847;Rua Francisco Fanganiello, 127, Rua Francisco Fanganielo, Parque Novo Mundo, Vila Maria, São Paulo, Região Sudeste, 02181-160, Brasil;7.861829556720863e-05;;bus_stop;São Paulo;São Paulo;Brasil;RUA FRANCISCO FANGANIELLO, 127 - PARQUE NOVO MUNDO, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8801369, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 5467328847, ""lat"": ""-23.5220850"", ""lon"": ""-46.5617446"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""highway"", ""name"": ""Rua Francisco Fanganiello, 127"", ""display_name"": ""Rua Francisco Fanganiello, 127, Rua Francisco Fanganielo, Parque Novo Mundo, Vila Maria, São Paulo, Região Sudeste, 02181-160, Brasil"", ""address"": {""highway"": ""Rua Francisco Fanganiello, 127"", ""road"": ""Rua Francisco Fanganielo"", ""suburb"": ""Parque Novo Mundo"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02181-160"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5221350"", ""-23.5220350"", ""-46.5617946"", ""-46.5616946""]}"
286;CENTRO MEDICO PMESP;AVENIDA NOVA CANTAREIRA, 3659 - TREMEMBE, SAO PAULO, SP;-23.4690239;-46.6188727;ok;nominatim;low;;200;;8634903;way;1416347692;Centro Médico PMESP, Avenida Nova Cantareira, Jardim Leonor Mendes de Barros, Tucuruvi, São Paulo, Região Sudeste, 02340-001, Brasil;7.861829556720863e-05;;police;São Paulo;São Paulo;Brasil;CENTRO MEDICO PMESP, AVENIDA NOVA CANTAREIRA, 3659 - TREMEMBE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8634903, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1416347692, ""lat"": ""-23.4690239"", ""lon"": ""-46.6188727"", ""category"": ""military"", ""type"": ""police"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""military"", ""name"": ""Centro Médico PMESP"", ""display_name"": ""Centro Médico PMESP, Avenida Nova Cantareira, Jardim Leonor Mendes de Barros, Tucuruvi, São Paulo, Região Sudeste, 02340-001, Brasil"", ""address"": {""military"": ""Centro Médico PMESP"", ""road"": ""Avenida Nova Cantareira"", ""suburb"": ""Jardim Leonor Mendes de Barros"", ""city_district"": ""Tucuruvi"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02340-001"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4712374"", ""-23.4668725"", ""-46.6209127"", ""-46.6175785""]}"
287;HOSP MUN CARMEN PRUDENTE;AVENIDA DOS METALURGICOS, 1797 - CIDADE TIRADENTES, SAO PAULO, SP;-23.5833632;-46.4092773;ok;nominatim;low;;200;;8798294;way;947003323;Avenida dos Metalúrgicos, Parque Santa Etelvina, Cidade Tiradentes, São Paulo, Região Sudeste, 08490-550, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;AVENIDA DOS METALURGICOS, 1797 - CIDADE TIRADENTES, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8798294, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 947003323, ""lat"": ""-23.5833632"", ""lon"": ""-46.4092773"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida dos Metalúrgicos"", ""display_name"": ""Avenida dos Metalúrgicos, Parque Santa Etelvina, Cidade Tiradentes, São Paulo, Região Sudeste, 08490-550, Brasil"", ""address"": {""road"": ""Avenida dos Metalúrgicos"", ""quarter"": ""Parque Santa Etelvina"", ""suburb"": ""Cidade Tiradentes"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""08490-550"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5837412"", ""-23.5830128"", ""-46.4095236"", ""-46.4090796""]}"
288;HOSPITAL LOCAL DE SAPOPEMBA;RUA IAMACARU, 45 - PARQUE SANTA MADALEN, SAO PAULO, SP;;;not_found;nominatim;not_found;Resposta 200 OK mas sem coordenadas;0;Nenhuma das queries retornou coordenadas válidas;;;;;;;;;;;;
289;INSTITUTO DE REABILITACAO LUCY MONTORO;RUA JANDIATUBA, 580 - VILA ANDRADE, SAO PAULO, SP;-23.6322694;-46.7351129;ok;nominatim;high;;200;;9091269;way;1416347427;Instituto de Reabilitação Lucy Montoro, Rua Jandiatuba, Comunidade Travinhas, Vila Andrade, São Paulo, Região Sudeste, 05724-003, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;INSTITUTO DE REABILITACAO LUCY MONTORO, RUA JANDIATUBA, 580 - VILA ANDRADE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9091269, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1416347427, ""lat"": ""-23.6322694"", ""lon"": ""-46.7351129"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Instituto de Reabilitação Lucy Montoro"", ""display_name"": ""Instituto de Reabilitação Lucy Montoro, Rua Jandiatuba, Comunidade Travinhas, Vila Andrade, São Paulo, Região Sudeste, 05724-003, Brasil"", ""address"": {""amenity"": ""Instituto de Reabilitação Lucy Montoro"", ""road"": ""Rua Jandiatuba"", ""suburb"": ""Comunidade Travinhas"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05724-003"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6328341"", ""-23.6316644"", ""-46.7357592"", ""-46.7343931""]}"
290;HOSP MUN M BOI MIRIM;ESTRADA DO MBOI MIRIM, 5203 - JARDIM ANGELA, SAO PAULO, SP;;;not_found;nominatim;not_found;Resposta 200 OK mas sem coordenadas;0;Nenhuma das queries retornou coordenadas válidas;;;;;;;;;;;;
291;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;AV DR ARNALDO, 251 - CERQUEIRA CESAR, SAO PAULO, SP;-23.5561305;-46.6681716;ok;nominatim;high;;200;;8967555;way;376315989;Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira, 251, Avenida Doutor Arnaldo, Cerqueira César, Jardim Paulista, São Paulo, Região Sudeste, 01246-000, Brasil;0.21584611680957558;;hospital;São Paulo;São Paulo;Brasil;AV DR ARNALDO, 251 - CERQUEIRA CESAR, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8967555, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 376315989, ""lat"": ""-23.5561305"", ""lon"": ""-46.6681716"", ""category"": ""building"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 0.21584611680957558, ""addresstype"": ""building"", ""name"": ""Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira"", ""display_name"": ""Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira, 251, Avenida Doutor Arnaldo, Cerqueira César, Jardim Paulista, São Paulo, Região Sudeste, 01246-000, Brasil"", ""address"": {""building"": ""Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira"", ""house_number"": ""251"", ""road"": ""Avenida Doutor Arnaldo"", ""suburb"": ""Cerqueira César"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01246-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5564314"", ""-23.5558401"", ""-46.6684145"", ""-46.6679345""]}"
292;HOSP MUN SOROCABANA;AVENIDA QUEIROZ FILHO, 313 - ALTO DE PINHEIROS, SAO PAULO, SP;-23.5375934;-46.7227993;ok;nominatim;low;;200;;8852648;node;11003289871;Base SAMU Oeste, 313, Avenida Queiroz Filho, Boaçava, Alto de Pinheiros, São Paulo, Região Sudeste, 05319-000, Brasil;7.861829556720863e-05;;ambulance_station;São Paulo;São Paulo;Brasil;AVENIDA QUEIROZ FILHO, 313 - ALTO DE PINHEIROS, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8852648, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 11003289871, ""lat"": ""-23.5375934"", ""lon"": ""-46.7227993"", ""category"": ""emergency"", ""type"": ""ambulance_station"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""emergency"", ""name"": ""Base SAMU Oeste"", ""display_name"": ""Base SAMU Oeste, 313, Avenida Queiroz Filho, Boaçava, Alto de Pinheiros, São Paulo, Região Sudeste, 05319-000, Brasil"", ""address"": {""emergency"": ""Base SAMU Oeste"", ""house_number"": ""313"", ""road"": ""Avenida Queiroz Filho"", ""suburb"": ""Boaçava"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05319-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5376434"", ""-23.5375434"", ""-46.7228493"", ""-46.7227493""]}"
293;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;AVENIDA SANTA CATARINA, 2785 - VILA MASCOTE, SAO PAULO, SP;-23.6476557;-46.6624679;ok;nominatim;low;;200;;9062601;way;747949671;Avenida Santa Catarina, Vila Mascote, Jabaquara, São Paulo, Região Sudeste, 04368-000, Brasil;0.05341195162890055;;tertiary;São Paulo;São Paulo;Brasil;AVENIDA SANTA CATARINA, 2785 - VILA MASCOTE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9062601, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 747949671, ""lat"": ""-23.6476557"", ""lon"": ""-46.6624679"", ""category"": ""highway"", ""type"": ""tertiary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida Santa Catarina"", ""display_name"": ""Avenida Santa Catarina, Vila Mascote, Jabaquara, São Paulo, Região Sudeste, 04368-000, Brasil"", ""address"": {""road"": ""Avenida Santa Catarina"", ""quarter"": ""Vila Mascote"", ""suburb"": ""Jabaquara"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04368-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6482773"", ""-23.6471332"", ""-46.6627507"", ""-46.6624238""]}"
294;HOSP MUN CAPELA DO SOCORRO;RUA CASSIO DE CAMPOS NOGUEIRA, 2031 - JARDIM DAS IMBUIAS, SAO PAULO, SP;-23.7296842;-46.7129995;ok;nominatim;low;;200;;8984952;way;43793127;Rua Cássio de Campos Nogueira, Jardim das Imbuias, Jardim Iporanga, Cidade Dutra, São Paulo, Região Sudeste, 04831-050, Brasil;0.05341195162890055;;residential;São Paulo;São Paulo;Brasil;RUA CASSIO DE CAMPOS NOGUEIRA, 2031 - JARDIM DAS IMBUIAS, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8984952, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 43793127, ""lat"": ""-23.7296842"", ""lon"": ""-46.7129995"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Rua Cássio de Campos Nogueira"", ""display_name"": ""Rua Cássio de Campos Nogueira, Jardim das Imbuias, Jardim Iporanga, Cidade Dutra, São Paulo, Região Sudeste, 04831-050, Brasil"", ""address"": {""road"": ""Rua Cássio de Campos Nogueira"", ""residential"": ""Jardim das Imbuias"", ""quarter"": ""Jardim Iporanga"", ""suburb"": ""Cidade Dutra"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04831-050"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.7309138"", ""-23.7289074"", ""-46.7137079"", ""-46.7115887""]}"
295;HOSP MUN JOSANIAS CASTANHA BRAGA;RUA EUZEBIO COGHI, 841 - JARDIM ROSCHEL, SAO PAULO, SP;-23.8247733;-46.7266429;ok;nominatim;high;;200;;9111812;way;781353717;Hospital Municipal de Parelheiros, 841, Rua Euzébio Coghi, Jardim Novo Parelheiros, Parelheiros, Vila Roschel, São Paulo, Região Sudeste, 04883-290, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;RUA EUZEBIO COGHI, 841 - JARDIM ROSCHEL, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9111812, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 781353717, ""lat"": ""-23.8247733"", ""lon"": ""-46.7266429"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Municipal de Parelheiros"", ""display_name"": ""Hospital Municipal de Parelheiros, 841, Rua Euzébio Coghi, Jardim Novo Parelheiros, Parelheiros, Vila Roschel, São Paulo, Região Sudeste, 04883-290, Brasil"", ""address"": {""amenity"": ""Hospital Municipal de Parelheiros"", ""house_number"": ""841"", ""road"": ""Rua Euzébio Coghi"", ""quarter"": ""Jardim Novo Parelheiros"", ""suburb"": ""Parelheiros"", ""village"": ""Vila Roschel"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04883-290"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.8269001"", ""-23.8224119"", ""-46.7284608"", ""-46.7242454""]}"
296;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;RUA ANTONIO CARLOS, 122 - CONSOLACAO, SAO PAULO, SP;-23.5573928;-46.6562429;ok;nominatim;high;;200;;8938162;way;423038991;Hospital Municipal Bela Vista, 122, Rua Antônio Carlos, Bela Vista, Consolação, São Paulo, Região Sudeste, 01309-010, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;RUA ANTONIO CARLOS, 122 - CONSOLACAO, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8938162, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 423038991, ""lat"": ""-23.5573928"", ""lon"": ""-46.6562429"", ""category"": ""building"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""building"", ""name"": ""Hospital Municipal Bela Vista"", ""display_name"": ""Hospital Municipal Bela Vista, 122, Rua Antônio Carlos, Bela Vista, Consolação, São Paulo, Região Sudeste, 01309-010, Brasil"", ""address"": {""building"": ""Hospital Municipal Bela Vista"", ""house_number"": ""122"", ""road"": ""Rua Antônio Carlos"", ""suburb"": ""Bela Vista"", ""city_district"": ""Consolação"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01309-010"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5575859"", ""-23.5572790"", ""-46.6563559"", ""-46.6561506""]}"
297;HOSPITAL MUNICIPAL BRASILANDIA;MICHIHISA MURATA, 150 - JARDIM MARISTELA, SAO PAULO, SP;-23.4765440;-46.6980006;ok;nominatim;high;;200;;8537779;way;837675272;Hospital Doutor Adib Jatene, Avenida Michihisa Murata, Vila Inferninho, Parque Monteiro Soares, Freguesia do Ó, São Paulo, Região Sudeste, 02834-090, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;HOSPITAL MUNICIPAL BRASILANDIA, MICHIHISA MURATA, 150 - JARDIM MARISTELA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8537779, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 837675272, ""lat"": ""-23.4765440"", ""lon"": ""-46.6980006"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Doutor Adib Jatene"", ""display_name"": ""Hospital Doutor Adib Jatene, Avenida Michihisa Murata, Vila Inferninho, Parque Monteiro Soares, Freguesia do Ó, São Paulo, Região Sudeste, 02834-090, Brasil"", ""address"": {""amenity"": ""Hospital Doutor Adib Jatene"", ""road"": ""Avenida Michihisa Murata"", ""residential"": ""Vila Inferninho"", ""suburb"": ""Parque Monteiro Soares"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02834-090"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4773669"", ""-23.4757666"", ""-46.6989844"", ""-46.6971943""]}"
